snp chr pos maf n_HDL beta_HDL se_HDL n_LDL beta_LDL se_LDL n_TC beta_TC se_TC n_TG beta_TG se_TG annot gene rs Z.tg Z.tc Z.ldl Z.hdl mvstat mvp unip
rs6066138 20 45028118 0.275 98409 0.01363 0.005167 93999 -0.004612 0.005614 98656 -0.01174 0.005519 95070 -0.02751 0.005034 0 n.a. rs6066138 -4.942 -2.034 -0.887 2.773 29.1678920118343 5.14104983991846 6.11167885881635
rs6066141 20 45030953 0.28 98409 0.01362 0.005184 93999 -0.004677 0.005641 98656 -0.01117 0.005552 95070 -0.02751 0.00506 0 n.a. rs6066141 4.908 1.966 0.868 -2.723 28.2075551016987 4.94610718363342 6.03616565532989
rs6066149 20 45036045 0.276 98409 0.01415 0.005212 93999 -0.005119 0.005682 98656 -0.01218 0.005587 95070 -0.0284 0.005096 0 n.a. rs6066149 -5.053 -2.027 -0.874 2.768 29.8848603263162 5.28686044287576 6.36158672835529
rs6072263 20 39138960 0.473 36612 -0.002669 0.008157 32894 0.0428 0.008721 36641 0.03621 0.008371 33198 0.0104 0.006977 2 MAFB_TC:LDL rs6072263 -1.467 -4.564 -5.015 0.091 25.8100600246787 4.4614113925811 6.27544999080862
rs6072310 20 39283722 0.476 98409 -0.001183 0.004542 93999 0.04451 0.00491 98656 0.04039 0.004844 95070 0.01124 0.004434 2 MAFB_TC:LDL rs6072310 -2.607 -8.227 -8.822 0.121 80.5281220630841 15.8708875578776 17.9491052254241
rs6072311 20 39288415 0.476 98409 -0.001371 0.004542 93999 0.04418 0.00491 98656 0.03999 0.004844 95070 0.01091 0.004434 2 MAFB_TC:LDL rs6072311 2.534 8.15 8.762 -0.159 79.2374069057085 15.5974582331058 17.7171145444206
rs6072328 20 39347410 0.395 96908 0.003825 0.00465 92503 0.03484 0.005023 97148 0.03335 0.004947 93562 0.004417 0.004536 2 MAFB_TC:LDL rs6072328 -0.971 -6.616 -6.791 -0.6 49.6843420885564 9.37648880636074 10.9532749677359
rs6072329 20 39348929 0.395 98403 0.003717 0.004641 93993 0.03481 0.005014 98650 0.03331 0.004937 95064 0.00475 0.00453 2 MAFB_TC:LDL rs6072329 0.985 6.681 6.751 0.874 49.884485421827 9.41827085744485 10.833186385824
rs6072336 20 39358449 0.475 98409 -0.001335 0.004555 93999 0.0454 0.004933 98656 0.04119 0.004857 95070 0.01218 0.004451 2 MAFB_TC:LDL rs6072336 2.789 8.349 8.938 -0.173 82.9483716629551 16.383884985215 18.4020010388947
rs607316 12 110453831 0.204 99900 0.004283 0.00565 95454 0.03202 0.00612 100184 0.02797 0.006031 96598 -0.0007676 0.005437 2 BRAP_TC:LDL rs607316 -0.123 4.563 4.951 0.683 26.9017080007266 4.68173815594485 6.13174887496057
rs6073952 20 43970339 0.19 98409 0.05495 0.005939 93999 -0.006478 0.006442 98656 0.001718 0.006341 95070 -0.04313 0.00578 2 PLTP_HDL:TG rs6073952 7.177 -0.184 1.046 -9.113 100.189240220367 20.0474419123832 19.0961787823913
rs6073972 20 44023705 0.181 98403 0.05874 0.005918 93993 -0.006523 0.00642 98650 0.0006866 0.006309 95064 -0.04961 0.00576 2 PLTP_HDL:TG rs6073972 -8.315 -0.012 -1.097 9.603 119.071653460426 24.0740685465858 21.1098543569981
rs6074916 20 15472731 0.017 27355 -0.03086 0.03381 6048 -0.1036 0.07886 27425 0.0433 0.03449 6308 -0.1144 0.07671 0 n.a. rs6074916 1.218 -0.917 1.585 0.886 56.4914011202504 10.8008898617121 0.947050963771879
rs6087607 20 32661150 0.146 98409 -0.01637 0.006514 93999 0.011 0.00708 98656 0.01628 0.006966 95070 0.0257 0.006375 2 ERGIC3_TC rs6087607 -4.944 -2.714 -1.808 2.255 27.2188217261585 4.74585933679651 6.11613592355302
rs6087720 20 33632698 0.192 98409 -0.006496 0.005786 93999 -0.02314 0.006276 98656 -0.03262 0.006185 95070 -0.01919 0.005744 2 ERGIC3_TC rs6087720 3.549 5.11 3.433 1.655 33.8308120811419 6.09304084696829 6.49192998458236
rs608848 12 110631347 0.276 99887 0.0001388 0.005077 95441 0.02888 0.005513 100171 0.0258 0.005421 96585 -0.003619 0.004929 2 BRAP_TC:LDL rs608848 -0.772 4.885 5.26 0.47 33.736071354247 6.07361800416505 6.84147045241667
rs6088594 20 32806818 0.155 98403 -0.01588 0.006176 93993 0.01056 0.006769 98650 0.01529 0.006632 95064 0.02525 0.0061 2 ERGIC3_TC rs6088594 5.236 2.678 1.75 -2.465 30.0791110655078 5.32640364863998 6.78490742569939
rs609177 11 116275727 0.359 99900 -0.01552 0.004775 95454 -0.02146 0.00519 100184 -0.04588 0.005104 96598 -0.05349 0.004671 2 APOA1_TG:TC:HDL:LDL rs609177 11.195 8.813 4.11 3.997 209.30816934806 43.4268051906713 28.3651175936888
rs6093367 20 38626820 0.354 98396 -0.002985 0.004724 93986 0.02559 0.005131 98643 0.02967 0.005018 95057 0.01388 0.004627 2 MAFB_TC:LDL rs6093367 2.961 5.707 4.854 -0.303 34.6993512020244 6.27123998545064 7.93935963292427
rs6093446 20 39214346 0.279 98409 0.007505 0.005093 93999 -0.04094 0.00552 98656 -0.03774 0.005435 95070 -0.01907 0.005015 2 MAFB_TC:LDL rs6093446 3.891 6.926 7.414 -1.067 61.9542651950225 11.9483582344912 12.911701146089
rs6093461 20 39326780 0.476 98409 -0.00133 0.004552 93999 0.04492 0.00493 98656 0.04059 0.004855 95070 0.01139 0.004443 2 MAFB_TC:LDL rs6093461 2.604 8.248 8.866 -0.147 81.2076924602929 16.0148928792674 18.120213500571
rs6093462 20 39342103 0.305 98409 0.009594 0.004966 93999 -0.04372 0.005377 98656 -0.03973 0.005297 95070 -0.01923 0.004878 2 MAFB_TC:LDL rs6093462 4.212 7.521 8.097 -1.439 73.5572888324365 14.3955159514549 15.2492519813294
rs609526 1 228375529 0.411 99739 0.03415 0.004739 95294 0.004423 0.005148 100023 0.01134 0.005064 96437 -0.02291 0.004673 2 GALNT2_HDL:TG rs609526 5.209 -1.837 -0.716 -7.275 64.1750044471184 12.4157611702551 12.4603964761901
rs6102034 20 38620004 0.291 98409 -0.005507 0.005128 93999 0.02825 0.005555 98656 0.03005 0.005471 95070 0.01498 0.005048 2 MAFB_TC:LDL rs6102034 3.17 5.322 5.009 -0.913 32.7806597758295 5.87792200641404 6.98871478613844
rs6102038 20 38623252 0.28 98409 -0.004194 0.005204 93999 0.0285 0.005665 98656 0.02991 0.005547 95070 0.01234 0.005121 2 MAFB_TC:LDL rs6102038 -2.644 -5.207 -4.976 0.641 30.1967425298219 5.35035738709176 6.71688407983037
rs6102040 20 38628506 0.279 90560 -0.004689 0.005396 86261 0.03052 0.005889 90809 0.03166 0.005783 87221 0.01149 0.005318 2 MAFB_TC:LDL rs6102040 -2.338 -5.112 -4.942 0.672 29.0367205821847 5.11439793000362 6.49652824262885
rs6102041 20 38631288 0.292 98409 -0.005436 0.005122 93999 0.02709 0.005545 98656 0.0287 0.005461 95070 0.0134 0.005052 2 MAFB_TC:LDL rs6102041 -2.753 -4.974 -4.701 0.87 28.2733041630534 4.95944016288239 6.18319343350147
rs6102045 20 38641088 0.282 98409 -0.004969 0.005221 93999 0.02792 0.005673 98656 0.02946 0.005555 95070 0.01141 0.00511 2 MAFB_TC:LDL rs6102045 -2.416 -5.014 -4.736 0.71 27.8661357521145 4.87690545543211 6.27319142889029
rs6102048 20 38646393 0.302 98409 -0.005281 0.005008 93999 0.02608 0.005421 98656 0.02715 0.005328 95070 0.01188 0.004913 2 MAFB_TC:LDL rs6102048 2.541 4.924 4.734 -0.805 27.5108319673066 4.80494980037625 6.07164083880462
rs6102050 20 38652474 0.301 98409 -0.005802 0.005005 93999 0.02576 0.00541 98656 0.02701 0.005322 95070 0.01174 0.004907 2 MAFB_TC:LDL rs6102050 2.493 4.909 4.702 -0.848 27.3450538018132 4.7713980723069 6.03837970669476
rs6102059 20 38662198 0.296 98402 -0.004478 0.005082 93992 0.02782 0.0055 98649 0.02821 0.005417 95063 0.01026 0.004985 2 MAFB_TC:LDL rs6102059 -2.176 -5.077 -4.991 0.645 28.7661700099488 5.05945101050066 6.41630159580394
rs6102085 20 38715043 0.363 98409 0.005599 0.004817 93999 -0.02372 0.005192 98656 -0.02583 0.005103 95070 -0.01714 0.004706 2 MAFB_TC:LDL rs6102085 -3.258 -5.068 -4.519 0.749 29.626937899664 5.23438067259002 6.39575514350207
rs6102309 20 39289494 0.302 98409 0.009217 0.004948 93999 -0.04314 0.005395 98656 -0.03949 0.005277 95070 -0.01948 0.004863 2 MAFB_TC:LDL rs6102309 -4.238 -7.493 -8.062 1.319 73.1690114291684 14.3134401119228 15.1246134207724
rs6102322 20 39306182 0.302 98380 0.009661 0.004942 93971 -0.04255 0.00539 98627 -0.03928 0.005271 95041 -0.01967 0.004859 2 MAFB_TC:LDL rs6102322 4.283 7.477 7.975 -1.391 72.2106860351415 14.1109147890087 14.8170696906011
rs6102324 20 39315820 0.472 98409 -0.002817 0.005065 93999 0.04619 0.005467 98656 0.04022 0.005382 95070 0.01295 0.004946 2 MAFB_TC:LDL rs6102324 2.727 7.432 8.218 -0.285 69.8898615498672 13.6207529544887 15.6841871042472
rs6102356 20 39391568 0.239 98409 0.004114 0.00528 93999 -0.03463 0.005701 98656 -0.03405 0.005606 95070 -0.01422 0.005203 2 MAFB_TC:LDL rs6102356 2.909 6.158 6.096 -0.323 42.484565707544 7.87822686707614 9.13271312680334
rs6104410 20 44041008 0.276 98409 -0.02643 0.005233 93999 0.01271 0.005674 98656 0.004799 0.005587 95070 0.01789 0.005137 2 PLTP_HDL:TG rs6104410 3.202 0.612 2.077 -5.078 30.5316810775751 5.41859379720585 6.41858663713891
rs611060 1 109583713 0.409 99900 -0.006018 0.00473 95454 0.05143 0.005129 100184 0.04843 0.005047 96598 0.0009544 0.00464 2 SORT1_LDL:TC rs611060 -0.14 -9.211 -9.865 1.529 119.771624339102 24.2235616659672 22.228894484118
rs611229 1 228390690 0.362 99891 0.02694 0.004774 95445 0.009025 0.005185 100175 0.01392 0.005071 96589 -0.01903 0.004673 2 GALNT2_HDL:TG rs611229 -4.383 2.266 1.408 5.847 46.4585193689957 8.70399915503197 8.30058072890007
rs611841 1 228376104 0.165 99900 0.04097 0.006381 95454 0.002739 0.006918 100184 0.006621 0.0068 96598 -0.03302 0.006357 2 GALNT2_HDL:TG rs611841 4.819 -0.653 0.017 -6.383 48.7545572589936 9.18247254457249 9.76032044472029
rs611917 1 109616775 0.314 99900 -0.02454 0.005073 95454 0.1205 0.005445 100184 0.1059 0.005359 96598 0.01154 0.0049 2 SORT1_LDL:TC rs611917 1.891 19.176 21.617 -4.504 527.845601462164 112.197096668254 102.90553224865
rs611945 1 109583526 0.288 96874 -0.003481 0.005048 92470 0.02765 0.00547 97113 0.02867 0.005369 93527 0.008439 0.004913 2 SORT1_LDL:TC rs611945 1.78 5.12 4.94 -0.923 30.1271516825125 5.33618563751884 6.51493809947617
rs6119625 20 33623869 0.15 98369 0.009458 0.006478 93959 0.03195 0.007069 98616 0.04139 0.006931 95030 0.01697 0.006436 2 ERGIC3_TC rs6119625 2.927 6.052 4.447 2.166 40.9801373154223 7.56648594885999 8.84448642423929
rs6119628 20 33633588 0.311 98409 -0.003795 0.005178 93999 -0.02339 0.005608 98656 -0.03077 0.005513 95070 -0.0145 0.005136 2 ERGIC3_TC rs6119628 3.013 5.148 3.683 1.289 30.0653643537224 5.32360473417857 6.57958461752287
rs6120998 20 33650727 0.132 96834 0.01256 0.006774 92432 0.02546 0.007349 97073 0.03739 0.007237 93488 0.01691 0.006711 2 ERGIC3_TC rs6120998 -2.732 -5.117 -3.438 -2.198 31.9284357027049 5.70363787979075 6.50803124845643
rs612169 9 135133263 0.344 99865 -0.008651 0.004766 95419 -0.04555 0.005149 100149 -0.04227 0.005064 96563 0.008083 0.004702 2 ABO_LDL:TC rs612169 1.55 -7.793 -8.268 -1.648 85.5818505628452 16.9424786035313 15.8657435236677
rs6124244 20 38584127 0.316 98385 0.0002416 0.004843 93975 0.02792 0.005238 98632 0.0301 0.005161 95046 0.0108 0.004759 2 MAFB_TC:LDL rs6124244 2.275 5.561 5.127 0.099 32.1164389017736 5.74206239948215 7.57148747348911
rs6124245 20 38596306 0.317 98409 0.0002771 0.004839 93999 0.02739 0.005234 98656 0.02985 0.005157 95070 0.01092 0.004758 2 MAFB_TC:LDL rs6124245 2.26 5.477 5.025 0.098 31.1036011250323 5.53521592321263 7.36391627804521
rs6124250 20 38615761 0.29 98409 -0.005352 0.005126 93999 0.02827 0.005545 98656 0.03012 0.00546 95070 0.01506 0.005039 2 MAFB_TC:LDL rs6124250 3.185 5.347 5.021 -0.883 32.9908645174886 5.92095052953865 7.04854582867672
rs6124251 20 38628104 0.279 98409 -0.004059 0.00516 93999 0.02777 0.005588 98656 0.02915 0.005497 95070 0.01086 0.005093 2 MAFB_TC:LDL rs6124251 2.29 4.989 4.772 -0.605 27.4137820260636 4.78530625696195 6.21686392081949
rs6124254 20 38651437 0.365 98409 -0.003089 0.004714 93999 0.0264 0.005113 98656 0.02914 0.005002 95070 0.01249 0.004594 2 MAFB_TC:LDL rs6124254 2.672 5.671 5.03 -0.301 33.9277855786392 6.11292457552334 7.84781443565663
rs6124309 20 39122107 0.179 98409 0.004903 0.005937 93999 -0.03802 0.006479 98656 -0.03421 0.006334 95070 -0.009287 0.005833 2 MAFB_TC:LDL rs6124309 -1.726 -5.493 -5.913 0.379 36.0863412111817 6.55631017182446 8.47374839298448
rs6124314 20 39148631 0.171 98409 0.003971 0.006043 93999 -0.03761 0.006561 98656 -0.03408 0.006445 95070 -0.008523 0.005936 2 MAFB_TC:LDL rs6124314 1.583 5.397 5.723 -0.2 34.0110966185109 6.13000944130089 7.98022231867513
rs6124323 20 39227903 0.477 96908 -0.0009766 0.004545 92503 0.04434 0.004913 97148 0.04045 0.004847 93562 0.01144 0.004437 2 MAFB_TC:LDL rs6124323 2.656 8.117 8.747 -0.349 78.9934660596574 15.5457932190272 17.659358217033
rs6124325 20 39249799 0.203 98409 0.002903 0.005642 93999 -0.03261 0.006103 98656 -0.03229 0.006006 95070 -0.01327 0.005556 2 MAFB_TC:LDL rs6124325 2.345 5.53 5.47 -0.181 33.6567728603391 6.05736332711174 7.4945369162884
rs6124331 20 39283077 0.203 98409 0.00316 0.005644 93999 -0.03269 0.006104 98656 -0.03248 0.005998 95070 -0.01349 0.005559 2 MAFB_TC:LDL rs6124331 2.421 5.543 5.476 -0.24 33.9148177081007 6.11026542191761 7.52675708869654
rs6124336 20 39354560 0.224 98409 0.004671 0.005498 93999 -0.03727 0.005937 98656 -0.03644 0.005843 95070 -0.01425 0.0054 2 MAFB_TC:LDL rs6124336 2.812 6.414 6.408 -0.401 45.9861010958283 8.60566950610923 9.84847629749769
rs6124337 20 39357035 0.281 98409 0.004315 0.005562 93999 -0.03417 0.006002 98656 -0.03269 0.005908 95070 -0.0107 0.005466 2 MAFB_TC:LDL rs6124337 -2.074 -5.675 -5.778 0.338 36.1325501211974 6.56581771326133 8.12151377354146
rs6124759 20 44010409 0.116 94225 -0.037 0.007255 89838 0.01907 0.007874 94472 0.009715 0.007754 90890 0.03088 0.007045 2 PLTP_HDL:TG rs6124759 4.032 0.929 2.181 -5.103 34.0173854025609 6.1312991971776 6.4758493300437
rs612577 1 228390987 0.129 99900 0.04195 0.007502 95454 0.0004248 0.00828 100184 0.007331 0.008162 96598 -0.03616 0.007622 2 GALNT2_HDL:TG rs612577 -4.174 0.707 -0.261 5.964 40.5561357636391 7.47872079468032 8.60882355996361
rs612708 11 49202595 0.129 99900 -0.0381 0.006772 95454 -0.002565 0.00733 100184 -0.0171 0.007192 96598 0.001197 0.006545 0 n.a. rs612708 -0.264 -2.456 -0.448 -5.783 40.2648779344353 7.41845752735684 8.13442191902622
rs6129620 20 38577700 0.316 98355 0.0002684 0.004851 93950 0.02802 0.005255 98602 0.03039 0.00517 95016 0.01139 0.004766 2 MAFB_TC:LDL rs6129620 -2.332 -5.602 -5.134 -0.102 32.5455821974022 5.82982085873886 7.67388429999598
rs6129624 20 38601006 0.319 98409 -0.0001261 0.004835 93999 0.02727 0.00523 98656 0.02984 0.005153 95070 0.01123 0.004756 2 MAFB_TC:LDL rs6129624 -2.344 -5.49 -5.022 -0.026 31.3492123523598 5.5853393828563 7.39584553301171
rs6129630 20 38622822 0.304 98409 -0.00446 0.004974 93999 0.02692 0.005388 98656 0.02825 0.005305 95070 0.01251 0.004897 2 MAFB_TC:LDL rs6129630 2.772 5.21 4.981 -0.725 30.6108194619381 5.4347232729674 6.72390455603629
rs6129632 20 38627641 0.359 98409 -0.002569 0.00471 93999 0.02571 0.005119 98656 0.02971 0.00501 95070 0.01355 0.004611 2 MAFB_TC:LDL rs6129632 2.942 5.702 4.888 -0.27 34.5255574384144 6.23556268304737 7.92661224836947
rs6129633 20 38627657 0.28 98409 -0.003903 0.005159 93999 0.02733 0.005588 98656 0.02896 0.005496 95070 0.01081 0.005086 2 MAFB_TC:LDL rs6129633 -2.278 -4.957 -4.699 0.568 26.8915662856368 4.67968833276172 6.14514777927587
rs6129647 20 38663396 0.359 98390 -0.002226 0.004769 93980 0.02666 0.005186 98636 0.0299 0.005079 95050 0.01168 0.004657 2 MAFB_TC:LDL rs6129647 -2.458 -5.717 -5.059 0.124 33.9436856269179 6.11618507013261 7.96488612258259
rs6129648 20 38664532 0.358 98409 -0.002523 0.004794 93999 0.02693 0.005193 98656 0.03027 0.005107 95070 0.01188 0.00468 2 MAFB_TC:LDL rs6129648 2.483 5.727 5.133 -0.176 34.2206816454368 6.17299997931066 7.99045490914781
rs6129649 20 38667637 0.357 98407 -0.002117 0.00485 93997 0.02684 0.005241 98654 0.03005 0.005159 95068 0.01193 0.004727 2 MAFB_TC:LDL rs6129649 2.506 5.627 5.079 -0.123 33.061116554228 5.93533449570053 7.73666999172794
rs6129653 20 38709017 0.29 98407 0.006921 0.005406 93997 -0.02954 0.005857 98654 -0.0327 0.005745 95068 -0.02352 0.005342 2 MAFB_TC:LDL rs6129653 4.195 5.499 4.86 -0.948 37.7415001105866 6.89724835778549 7.41799219485491
rs6129655 20 38713011 0.362 98409 0.006083 0.004849 93999 -0.02382 0.005231 98656 -0.02579 0.005147 95070 -0.01791 0.004741 2 MAFB_TC:LDL rs6129655 -3.369 -4.999 -4.481 0.836 29.5072875028704 5.21004504898626 6.2393634167199
rs6129742 20 39116391 0.147 98409 0.003262 0.006561 93999 -0.03543 0.007125 98656 -0.03188 0.007005 95070 -0.01074 0.006451 2 MAFB_TC:LDL rs6129742 1.614 4.627 4.918 -0.202 25.2459475335663 4.34781593180555 6.05832505415189
rs6129750 20 39136439 0.171 98409 0.003917 0.006041 93999 -0.03721 0.006559 98656 -0.03373 0.006443 95070 -0.008201 0.005935 2 MAFB_TC:LDL rs6129750 1.542 5.363 5.684 -0.196 33.554427854372 6.03638773163164 7.88080920488528
rs6129760 20 39179817 0.32 98409 0.008387 0.00481 93999 -0.0461 0.005195 98656 -0.04157 0.005111 95070 -0.01709 0.004722 2 MAFB_TC:LDL rs6129760 -3.705 -7.887 -8.681 1.321 80.2546391037949 15.8129430494054 17.4063770970449
rs6129762 20 39196569 0.475 98409 -0.00133 0.004569 93999 0.04518 0.00494 98656 0.04159 0.004874 95070 0.01167 0.004458 2 MAFB_TC:LDL rs6129762 2.703 8.362 8.874 -0.131 81.9839147295334 16.1794147671187 18.1514133568852
rs6129766 20 39255312 0.203 98407 0.002678 0.005643 93997 -0.03177 0.006104 98654 -0.03203 0.006007 95068 -0.01283 0.005561 2 MAFB_TC:LDL rs6129766 2.296 5.48 5.339 -0.152 32.5435556099568 5.8294062691334 7.3712782357348
rs6129772 20 39278484 0.23 98409 0.006325 0.005471 93999 -0.03934 0.005926 98656 -0.03715 0.005821 95070 -0.01341 0.005395 2 MAFB_TC:LDL rs6129772 2.66 6.584 6.788 -0.676 49.901522168068 9.42182775872066 10.9442446872518
rs6129774 20 39295885 0.203 98409 0.003068 0.005646 93999 -0.03277 0.006108 98656 -0.03251 0.006001 95070 -0.01334 0.005561 2 MAFB_TC:LDL rs6129774 2.401 5.541 5.473 -0.222 33.8443103487317 6.09580838090665 7.52179549340685
rs6129778 20 39303992 0.223 98409 0.004599 0.005463 93999 -0.03554 0.005899 98656 -0.03508 0.005794 95070 -0.0134 0.005362 2 MAFB_TC:LDL rs6129778 2.658 6.28 6.243 -0.409 43.7064630941118 8.13179025274996 9.47034764073208
rs6129784 20 39318943 0.207 98409 0.002218 0.005641 93999 -0.03342 0.006091 98656 -0.03359 0.005992 95070 -0.01332 0.005552 2 MAFB_TC:LDL rs6129784 -2.45 -5.732 -5.618 0.049 35.8787731955509 6.51361069902567 8.00325516483279
rs6129786 20 39321062 0.227 98409 0.003713 0.005483 93999 -0.03509 0.005944 98656 -0.03447 0.005811 95070 -0.01212 0.005379 2 MAFB_TC:LDL rs6129786 2.422 6.147 6.119 -0.291 41.583379060933 7.69142512971035 9.10258114996126
rs6129800 20 39347444 0.222 98402 0.00458 0.005501 93993 -0.03633 0.005944 98649 -0.03595 0.00585 95063 -0.01347 0.005405 2 MAFB_TC:LDL rs6129800 2.689 6.333 6.252 -0.382 44.1580195456052 8.22557493915678 9.61899406955765
rs6129801 20 39349851 0.39 96908 0.003237 0.00466 92503 0.03439 0.005032 97148 0.03291 0.004957 93562 0.005023 0.004543 2 MAFB_TC:LDL rs6129801 -1.102 -6.504 -6.686 -0.473 47.8590155719431 8.99573948233168 10.6394955272411
rs6129802 20 39353428 0.213 98391 0.004082 0.00557 93982 -0.0375 0.006051 98638 -0.03684 0.005919 95052 -0.0133 0.005476 2 MAFB_TC:LDL rs6129802 2.518 6.325 6.333 -0.277 44.2959967954717 8.25424004570833 9.61899406955765
rs6129804 20 39358044 0.223 98409 0.004806 0.005496 93999 -0.03716 0.005935 98656 -0.03627 0.005842 95070 -0.01417 0.005399 2 MAFB_TC:LDL rs6129804 2.8 6.389 6.388 -0.405 45.6646818386824 8.53879296741155 9.77735099443381
rs6129815 20 39397744 0.243 98409 0.004611 0.005254 93999 -0.03396 0.005662 98656 -0.03363 0.005574 95070 -0.01449 0.005173 2 MAFB_TC:LDL rs6129815 2.97 6.134 6.059 -0.476 42.2922073229559 7.83833880550442 9.06703682353953
rs6129820 20 39407730 0.268 98409 0.007665 0.005208 93999 -0.03833 0.005633 98656 -0.0362 0.005545 95070 -0.01663 0.005142 2 MAFB_TC:LDL rs6129820 -3.283 -6.568 -6.848 1.117 52.2151046640296 9.90527560892841 11.1255786888115
rs6129859 20 39588567 0.105 95290 0.01086 0.007662 90917 -0.04499 0.008368 95535 -0.03979 0.008225 91949 -0.01317 0.007591 2 TOP1_LDL:TC rs6129859 1.802 4.732 5.237 -1.364 29.6571950863004 5.24053565046115 6.78725937490445
rs6129900 20 39747592 0.394 98409 -0.005153 0.004679 93999 -0.02335 0.005096 98656 -0.02603 0.004983 95070 -0.006867 0.004589 2 TOP1_LDL:TC rs6129900 1.394 4.988 4.423 1.079 25.2984898738083 4.35838864905168 6.21461628154246
rs613334 1 232939054 0.488 99882 0.005317 0.004689 95436 0.02657 0.005122 100165 0.02674 0.005043 96579 0.001464 0.004629 2 IRF2BP2_TC:LDL rs613334 0.02 5.497 5.185 1.245 34.2604713081397 6.18116336923848 7.41306775920787
rs6142199 20 32625959 0.15 98409 -0.0152 0.00627 93999 0.01001 0.006843 98656 0.01439 0.006735 95070 0.02414 0.00618 2 ERGIC3_TC rs6142199 5.005 2.478 1.678 -2.41 27.1719798203731 4.73638454038206 6.25288327827354
rs614303 2 21167082 0.197 99142 0.01246 0.005691 94696 -0.1233 0.006151 99426 -0.1119 0.006039 95840 -0.0191 0.005594 2 APOB_LDL:TC rs614303 3.323 18.223 19.766 -2.581 418.352087534474 88.521418341595 86.2333716198512
rs615171 8 9833599 0.2 99900 -0.01389 0.005685 95454 -0.01264 0.00615 100184 -0.006188 0.006044 96598 0.02755 0.005582 2 PPP1R3B_HDL:TC:LDL rs615171 -4.948 0.904 2.093 1.803 33.7793502097474 6.08249024578635 6.12505509099867
rs615563 1 55298884 0.289 99900 0.003261 0.005231 95454 0.03661 0.005674 100184 0.03603 0.005571 96598 0.003643 0.0051 2 PCSK9_LDL:TC rs615563 -0.8 -6.164 -6.151 -0.798 42.1551521994438 7.80992360158472 9.14917039156507
rs616021 8 9833784 0.2 99900 -0.01445 0.00569 95454 -0.01242 0.006155 100184 -0.006258 0.006049 96598 0.0273 0.005593 2 PPP1R3B_HDL:TC:LDL rs616021 4.897 -0.926 -2.063 -1.883 33.0567227540966 5.93443482258893 6.01183878630163
rs616331 18 45648357 0.265 98409 0.0259 0.005104 93999 0.00218 0.005518 98656 0.0103 0.005432 95070 -0.006419 0.004988 2 LIPG_HDL:TC rs616331 -1.676 2.145 0.756 5.063 27.5180550982409 4.80641199754051 6.38435516231529
rs616343 18 45648345 0.263 98409 0.0258 0.005134 93999 0.002884 0.005556 98656 0.0111 0.005465 95070 -0.005609 0.005018 2 LIPG_HDL:TC rs616343 -1.52 2.244 0.846 5.003 27.1361547408869 4.72913889270735 6.2483749773334
rs616513 12 110487766 0.203 99900 0.003471 0.005675 95454 0.03218 0.006149 100184 0.0281 0.006058 96598 -0.0005514 0.005459 2 BRAP_TC:LDL rs616513 -0.123 4.529 4.941 0.571 26.6863083298078 4.63821355862274 6.10945095617766
rs616668 12 110458663 0.204 99900 0.004134 0.005654 95454 0.03197 0.006121 100184 0.02802 0.006034 96598 -0.0004974 0.005439 2 BRAP_TC:LDL rs616668 0.081 -4.564 -4.945 -0.662 26.7454801288681 4.65016764661497 6.11836508566066
rs618923 11 116159369 0.25 92019 -0.05104 0.005512 87689 0.0171 0.005979 92305 0.0116 0.005877 88718 0.05146 0.005412 2 APOA1_TG:TC:HDL:LDL rs618923 8.956 1.92 2.696 -8.744 115.659667982014 23.3455801688005 18.4727955831894
rs619054 11 116166023 0.24 99900 -0.05125 0.005617 95454 0.01489 0.006089 100184 0.01137 0.005958 96598 0.05608 0.005501 2 APOA1_TG:TC:HDL:LDL rs619054 -9.676 -1.81 -2.307 8.815 125.905704232224 25.5342163765482 21.4186818904116
rs620686 17 34707143 0.259 98409 0.03678 0.005222 93999 0.008713 0.005659 98656 0.02094 0.005569 95070 -0.003007 0.005139 2 STARD3_HDL rs620686 -0.249 3.355 1.002 6.776 53.5452310312026 10.1835824027221 10.9081618969888
rs622342 6 160492856 0.368 99845 0.008385 0.004721 95402 -0.02842 0.005123 100128 -0.03095 0.005036 96542 -0.01163 0.004607 2 LPA_LDL:TC rs622342 -2.25 -5.825 -5.209 1.18 39.7499594945057 7.31196796936417 8.24326807036535
rs624319 6 160692890 0.486 99729 0.0001707 0.004606 95284 -0.02089 0.005006 100009 -0.02683 0.004921 96423 -0.02096 0.004517 2 LPA_LDL:TC rs624319 -4.482 -5.179 -4.002 0.194 35.6968772263864 6.47620302081052 6.6515423434467
rs624348 11 48357371 0.132 99900 -0.04123 0.006702 95454 -0.00074 0.007274 100184 -0.01566 0.00713 96598 0.007033 0.006449 0 n.a. rs624348 0.69 -2.444 -0.441 -6.191 41.8212461225059 7.74071348111327 9.22341714218442
rs625093 12 110472815 0.203 99900 0.003775 0.005659 95454 0.03203 0.00612 100184 0.02793 0.006032 96598 -0.0002881 0.005444 2 BRAP_TC:LDL rs625093 0.043 -4.546 -4.945 -0.601 26.5607936584545 4.61286278446684 6.11836508566066
rs625145 11 116233146 0.19 99892 -0.04678 0.005904 95446 -0.0168 0.006383 100176 -0.0471 0.006283 96590 -0.02506 0.005838 2 APOA1_TG:TC:HDL:LDL rs625145 -4.017 -7.316 -2.722 -8.252 136.911084049218 27.8881572521273 15.8075289416852
